Feature transformada;Coeficiente;Exp(Coeficiente);Magnitude
cat__Cidade_Camaçari;0.05436061161735914;1.0558652908008095;0.05436061161735914
cat__Assunto_Conta corrente / Salário / Poupança /Conta Aposentadoria;0.053945513320142656;1.0554270938702;0.053945513320142656
cat__Cidade_Itu;-0.05381078635305025;0.9476113905468659;0.05381078635305025
cat__Cidade_Cascavel;-0.0535077587960775;0.9478985864234376;0.0535077587960775
cat__Problema_Má qualidade no atendimento presencial ou outros canais (exceto SAC);0.053434295302455206;1.0548876784146557;0.053434295302455206
cat__Cidade_Campo Maior;0.05189247570972537;1.0532624851233279;0.05189247570972537
cat__UF_ES;0.051655648289577416;1.053013073221192;0.051655648289577416
cat__Cidade_Blumenau;0.051639640266159775;1.0529962166981768;0.051639640266159775
cat__Cidade_Taboão da Serra;-0.050885606445251946;0.9503873825054063;0.050885606445251946
cat__Cidade_Nova Iguaçu;0.04992087993213026;1.0511879230259131;0.04992087993213026
cat__Cidade_Divinópolis;-0.049352172746811314;0.9518458564951047;0.049352172746811314
cat__Cidade_Caruaru;0.04870302666712256;1.049908509608755;0.04870302666712256
cat__Grupo Problema_Contrato / Oferta;0.0486612099929172;1.0498646068446036;0.0486612099929172
cat__Cidade_Salvador;-0.04834200503452587;0.9528078662602045;0.04834200503452587
cat__Cidade_Gravataí;-0.047614263980333964;0.9535015160293328;0.047614263980333964
cat__Cidade_Osasco;-0.04588758467718344;0.9551493295759542;0.04588758467718344
